,name,domain,year founded,industry,size range,city, state,country,linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low
3237396,dick's sporting goods,dickssportinggoods.com,1948.0,retail,10001+,coraopolis, pennsylvania, united states,united states,linkedin.com/company/dick's-sporting-goods,7328,25299,3.3,4200.0,5100.0,963,DKS,3630000000.0,10610000000.0,12.2,11.41,2.37,0.43,1.98,1.24,15.63,0.0364,0.0501,0.0478,0.168,8529999999.999999,91.75,0.038,2440000000.0,679170000.0,310440000.0,3.29,-0.057,116730000.0,0.65,3460000000.0,195.85,369640000.0,123780000.0,0.59,0.0512,0.1325,41.59,29.69
5928088,spectrum,spectrumscience.com,1996.0,public relations and communications,1001 - 5000,washington, district of columbia, united states,united states,linkedin.com/company/spectrum,1528,1758,2.9,4100.0,3600.0,710,SPPI,1020000000.0,657530000.0,NaN,-5.32,NaN,9.36,3.91,6.01,-5.88,-1.1228,-1.2834999999999999,-0.2483,-0.5435,109330000.0,1.0,NaN,82580000.0,-111880000.0,-141720000.0,-1.12,NaN,247760000.0,2.23,3750000.0,1.6,-115750000.0,-44060000.0,2.57,-0.36920000000000003,0.1325,14.65,6.22
6348526,qualcomm,qualcomm.com,1985.0,wireless,10001+,san diego, california, united states,united states,linkedin.com/company/qualcomm,18614,36464,3.8,5700.0,16000.0,2300.0,QCOM,104290000000.0,107550000000.0,25.2,14.88,0.81,4.3,21.1,4.43,11.34,0.1807,0.3329,0.15380000000000002,1.5346000000000002,24270000000.0,20.06,-0.16699999999999998,15670000000.0,9480000000.0,4390000000.0,3.59,NaN,12260000000.0,10.74,15930000000.0,324.57,7290000000.0,3060000000.0,1.61,0.6424,0.1325,94.11,49.1
2243106,hertz,hertz.com,1918.0,leisure, travel & tourism,10001+,naples, florida, united states,united states,linkedin.com/company/hertz,8172,26164,2.7,4600.0,6500.0,861,HTZ,2310000000.0,21720000000.0,NaN,9.93,0.15,0.24,1.23,2.23,22.48,-0.0040999999999999995,0.0783,0.0199,-0.023,9750000000.0,94.19,0.027999999999999997,1550000000.0,966000000.0,-40000000.0,-0.39,0.19899999999999998,465000000.0,3.27,19700000000.0,990.7,2770000000.0,-1890000000.0,2.04,-0.0001,0.1325,19.07,11.24
5283669,gamestop,gamestop.com,1996.0,retail,10001+,grapevine, texas, united states,united states,linkedin.com/company/gamestop,6539,29639,2.9,4300.0,5000.0,793,GME,537320000.0,1290000000.0,NaN,5.17,-0.1,0.07,0.66,0.17,4.05,-0.13849999999999998,0.0298,0.04019999999999999,-0.8109000000000001,7830000000.0,76.97,-0.14300000000000002,2310000000.0,319800000.0,-1180000000.0,-10.66,NaN,424000000.0,4.69,1180000000.0,146.14,108300000.0,144210000.0,0.45,-0.5490999999999999,0.1325,16.9,3.15
6379771,nike,nike.com,1972.0,sporting goods,10001+,beaverton, oregon, united states,united states,linkedin.com/company/nike,29731,73269,4.0,5100.0,5700.0,1500.0,NKE,142510000000.0,142890000000.0,34.09,26.46,1.83,3.58,15.48,3.59,25.09,0.1081,0.1251,0.1278,0.4732,39830000000.0,25.34,0.07200000000000001,17470000000.0,5700000000.0,4300000000.0,2.68,0.252,3640000000.0,2.33,6820000000.0,74.14,5000000000.0,2390000000.0,0.84,0.2041,0.1325,96.87,66.53
1942379,rite aid,riteaid.com,1968.0,retail,10001+,harrisburg, pennsylvania, united states,united states,linkedin.com/company/rite-aid,11323,30951,3.0,3900.0,7700.0,644,RAD,509360000.0,7890000000.0,NaN,-33.1,-59.67,0.02,0.53,0.37,19.14,-0.0212,0.0033,0.004699999999999999,-0.3732,21570000000.0,406.87,-0.01,4680000000.0,412080000.0,-450920000.0,-8.61,NaN,149120000.0,2.81,7120000000.0,740.81,-198070000.0,-299710000.0,1.68,-0.5846,0.1325,27.2,5.04
5717884,salesforce,salesforce.com,1999.0,internet,10001+,san francisco, california, united states,united states,linkedin.com/company/salesforce,20885,32361,4.3,5600.0,7900.0,5600.0,CRM,142600000000.0,NaN,135.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9830000000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167.56,113.6
4458512,american eagle outfitters,ae.com,1977.0,retail,10001+,pittsburgh, pennsylvania, united states,united states,linkedin.com/company/american-eagle-outfitters,7198,36373,3.6,4300.0,4300.0,1300.0,AEO,2700000000.0,4000000000.0,10.5,10.0,2.07,0.65,2.2,0.96,7.71,0.064,0.08289999999999999,0.083,0.2148,4179999999.9999995,24.0,0.079,1800000000.0,519620000.0,267370000.0,1.52,0.077,317170000.0,1.88,1620000000.0,131.68,421840000.0,147060000.0,0.87,-0.23550000000000001,0.1325,24.3,13.66
3896633,goldman sachs,goldmansachs.com,1869.0,investment banking,10001+,new york, new york, united states,united states,linkedin.com/company/goldman-sachs,30470,92407,3.9,6500.0,13000.0,5100.0,GER,341740000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2133,0.1325,5.88,3.878
3420374,intuit,intuit.com,1983.0,computer software,10001+,mountain view, california, united states,united states,linkedin.com/company/intuit,7358,20551,4.3,4800.0,5800.0,1200.0,INTU,68069999999.99999,64500000000.0,44.44,30.72,2.43,10.03,18.17,9.51,31.32,0.22949999999999998,0.2733,0.203,0.4743,6780000000.0,26.09,0.15,5640000000.0,2060000000.0,1560000000.0,5.89,NaN,2740000000.0,10.53,436000000.0,11.63,2320000000.0,1700000000.0,1.09,0.2118,0.1325,295.77,182.61
6109977,raytheon,raytheon.com,1922.0,defense & space,10001+,waltham, massachusetts, united states,united states,linkedin.com/company/raytheon,23733,50573,3.7,3900.0,8700.0,1200.0,RTN,59980000000.0,63830000000.0,18.43,16.57,1.41,2.09,4.62,2.22,14.12,0.11470000000000001,0.1393,0.0794,0.2593,28690000000.0,102.02,0.094,7490000000.0,4520000000.0,3290000000.0,11.69,0.335,2650000000.0,9.5,5650000000.0,42.14,4120000000.0,1640000000.0,0.89,0.1838,0.1325,218.0,144.27
6515976,humana,humana.com,1961.0,insurance,10001+,louisville, kentucky, united states,united states,linkedin.com/company/humana,17829,32482,3.5,3400.0,5400.0,805,HUM,44230000000.0,32880000000.000004,16.98,17.09,1.37,0.7,3.64,0.52,9.09,0.0406,0.0536,0.07429999999999999,0.2298,62760000000.0,464.61,0.14300000000000002,11030000000.0,3620000000.0,2550000000.0,18.78,0.07,15960000000.0,120.5,6780000000.0,58.45,4440000000.0,1400000000.0,0.84,0.0072,0.1325,336.13,225.65
4784855,td,td.com,1955.0,banking,10001+,toronto, ontario, canada,canada,linkedin.com/company/td,42136,93645,3.7,9100.0,11000.0,2500.0,ACGL,16450000000.0,18960000000.0,11.87,13.76,1.26,2.52,1.58,2.9,10.82,0.2213,0.25489999999999996,0.030699999999999998,0.1277,6540000000.0,16.28,0.19899999999999998,1760000000.0,1750000000.0,1400000000.0,3.42,0.726,2020000000.0,5.01,2940000000.0,24.37,1980000000.0,1020000000.0,0.63,0.4318,0.1325,42.86,24.79
6743549,aig,aig.com,1919.0,insurance,10001+,new york, new york, united states,united states,linkedin.com/company/aig,21673,62772,3.1,4400.0,5600.0,1100.0,AIG,47600000000.0,68379999999.99999,27.2,10.79,0.18,0.94,0.73,1.35,6.28,0.0355,0.109,0.0067,0.0433,50560000000.0,57.52,0.124,10900000000.0,10890000000.0,1780000000.0,2.01,NaN,17410000000.0,20.01,35260000000.0,52.28,-690000000.0,1740000000.0,1.2,0.298,0.1325,58.66,36.16
5572730,centurylink,centurylink.com,1930.0,telecommunications,10001+,monroe, louisiana, united states,united states,linkedin.com/company/centurylink,16598,27721,2.9,4000.0,5000.0,665,CTL,16230000000.0,51430000000.0,NaN,10.64,1.47,0.72,1.19,2.28,5.6,-0.3496,0.19030000000000002,0.038900000000000004,-0.4334,22610000000.0,21.13,-0.036000000000000004,13460000000.0,9180000000.0,-7900000000.0,-7.39,0.11,1400000000.0,1.29,36890000000.0,269.82,6770000000.0,3300000000.0,0.89,-0.2289,0.1325,19.53,9.64
1749711,johnson & johnson,jnj.com,1887.0,hospital & health care,10001+,new brunswick, new jersey, united states,united states,linkedin.com/company/johnson-&-johnson,43985,118073,4.0,6300.0,7200.0,1600.0,JNJ,345490000000.0,357960000000.0,25.04,14.5,2.54,4.23,5.93,4.38,12.67,0.1732,0.2611,0.0857,0.2304,81710000000.0,30.75,0.019,54590000000.0,28260000000.0,14150000000.0,5.24,-0.5539999999999999,17940000000.0,6.82,30210000000.0,51.9,23260000000.0,25750000000.0,0.7,-0.091,0.1325,148.99,121.0
2323798,bed bath & beyond,bedbathandbeyond.com,1971.0,retail,10001+,union, new jersey, united states,united states,linkedin.com/company/bed-bath-and-beyond,6891,19965,2.9,3400.0,3700.0,745,BBBY,1700000000.0,4540000000.0,NaN,6.94,-1.73,0.15,0.87,0.39,8.9,-0.0636,0.014199999999999999,0.013500000000000002,-0.30760000000000004,11630000000.0,90.05,-0.073,4099999999.9999995,509940000.0,-739290000.0,-5.72,NaN,983850000.0,7.99,3860000000.0,202.88,535159999.99999994,339530000.0,1.3,0.0128,0.1325,19.57,7.31
5808094,cracker barrel,crackerbarrel.com,1969.0,restaurants,10001+,lebanon, tennessee, united states,united states,linkedin.com/company/cracker-barrel,5929,15261,3.3,3200.0,4200.0,737,CBRL,3910000000.0,4230000000.0000005,17.51,15.75,-42.25,1.27,6.46,1.38,10.85,0.0727,0.09210000000000002,0.1137,0.3766,3070000000.0,127.8,-0.028999999999999998,1060000000.0,390380000.0,223400000.0,9.27,0.06,36880000.0,1.53,410480000.0,67.88,362800000.0,158180000.0,0.52,-0.06309999999999999,0.1325,185.0,150.43
3112107,h&r block,hrblock.com,1955.0,retail,10001+,kansas city, missouri, united states,united states,linkedin.com/company/h&r-block,21410,50330,3.6,3600.0,4800.0,720,HRB,4880000000.0,6300000000.0,11.74,11.92,1.19,1.57,16.81,2.03,8.2,0.1371,0.19440000000000002,0.1318,1.8571,3100000000.0,15.2,0.036000000000000004,1340000000.0,767610000.0,447280000.0,2.07,NaN,607670000.0,3.03,1970000000.0,678.28,498270000.0,362340000.0,0.25,-0.1274,0.1325,29.62,22.96
124843,manpower,manpower.com,1948.0,staffing and recruiting,10001+,milwaukee, wisconsin, united states,united states,linkedin.com/company/manpower-,6994,25768,4.3,4300.0,3000.0,550,MAN,5510000000.0,6170000000.0,11.73,12.1,7.74,0.26,2.05,0.29,7.5,0.023,0.0354,0.053399999999999996,0.17559999999999998,21060000000.0,347.81,-0.031,3580000000.0,822700000.0,485200000.0,7.97,-0.075,807100000.0,13.69,1450000000.0,53.3,676500000.0,506810000.0,1.6,0.18030000000000002,0.1325,97.96,61.57
875144,csc,csc.com,1959.0,information technology and services,10001+,falls church, virginia, united states,united states,linkedin.com/company/csc,32601,120065,2.9,6600.0,8700.0,1100.0,CSCO,205660000000.0,196600000000.0,18.57,13.77,2.22,3.96,6.13,3.79,12.34,0.22390000000000002,0.2729,0.0857,0.30269999999999997,51900000000.0,11.75,0.045,32670000000.0,15940000000.0,11620000000.0,2.61,-0.42,33409999999.999996,7.87,24670000000.0,73.48,15830000000.0,11450000000.0,1.26,0.0342,0.1325,58.26,40.25
598618,mckesson,mckesson.com,1833.0,hospital & health care,10001+,san francisco, california, united states,united states,linkedin.com/company/mckesson,11207,26683,3.3,3100.0,3600.0,657,MCK,26250000000.0,36670000000.0,NaN,9.41,1.4,0.12,4.05,0.17,9.41,-0.0029,0.013300000000000001,0.030699999999999998,-0.0431,221980000000.0,1177.62,0.086,11750000000.0,3900000000.0,-626000000.0,-3.36,NaN,1360000000.0,7.53,10330000000.0,127.97,3560000000.0,2250000000.0,1.12,0.1362,0.1325,153.3,106.11
3727047,carmax,carmax.com,1993.0,retail,10001+,richmond, virginia, united states,united states,linkedin.com/company/carmax,5343,12663,3.4,3000.0,3900.0,1100.0,KMX,15770000000.0,31000000000.0,18.47,16.79,1.43,0.78,4.38,1.53,21.61,0.0437,0.0613,0.0404,0.249,20220000000.0,119.82,0.094,2920000000.0,1430000000.0,883210000.0,5.19,0.057999999999999996,40740000.0,0.25,15370000000.0,425.68,-73370000.0,403880000.0,1.14,0.507,0.1325,96.47,55.24
3372569,facebook,facebook.com,2004.0,internet,10001+,menlo park, california, united states,united states,linkedin.com/company/facebook,36149,49059,4.4,4000.0,6800.0,5500.0,FB,550930000000.0,511440000000.0,30.89,21.04,1.38,8.28,5.87,7.69,17.98,0.2708,0.34490000000000004,0.1323,0.20670000000000002,66530000000.0,23.26,0.28600000000000003,46480000000.0,28450000000.0,18020000000.0,6.26,0.18600000000000003,52270000000.0,18.33,9130000000.0,9.72,34850000000.0,14290000000.0,1.06,0.3519,0.1325,208.66,123.02
3927744,pearson,pearson.com,1844.0,education management,10001+,london, greater london, united kingdom,united kingdom,linkedin.com/company/pearson,17153,42688,3.2,4200.0,6000.0,707,PSO,6910000000.0,6880000000.0,8.68,NaN,NaN,NaN,1.27,NaN,NaN,0.1092,0.0,0.0305,0.107,NaN,NaN,-0.019,2190000000.0,NaN,NaN,1.01,-0.75,NaN,NaN,NaN,48.18,NaN,NaN,-0.49,-0.2577,0.1325,13.19,8.46
2441266,siemens,siemens.com,1847.0,electrical/electronic manufacturing,10001+,munich, bavaria, germany,germany,linkedin.com/company/siemens,87381,240528,4.0,8700.0,12000.0,1800.0,SEMHF,47390000000.0,48280000000.0,32.68,NaN,NaN,NaN,4.76,NaN,NaN,0.1079,0.0,0.0697,0.17170000000000002,NaN,NaN,0.11800000000000001,5800000000.0,NaN,NaN,1.47,0.35700000000000004,NaN,NaN,NaN,42.65,NaN,NaN,NaN,0.1973,0.1325,47.97,40.07
1368891,merrill lynch,ml.com,1914.0,financial services,10001+,new york, new york, united states,united states,linkedin.com/company/merrilllynch,27206,115216,3.7,3300.0,5400.0,1000.0,PIY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.1,9.5
2410108,vmware,vmware.com,1998.0,computer software,10001+,palo alto, california, united states,united states,linkedin.com/company/vmware,14733,28304,4.2,4900.0,6800.0,1500.0,VMW,67760000000.00001,70670000000.0,11.03,22.75,2.88,7.14,13.06,7.44,28.08,0.6598999999999999,0.22149999999999997,0.06,0.8038,9500000000.0,23.17,0.122,7720000000.0,2520000000.0,6270000000.0,15.04,6.649,2950000000.0,7.21,4980000000.0,95.81,3750000000.0,2390000000.0,1.14,0.0649,0.1325,206.8,128.69
6924238,medtronic,medtronic.com,1949.0,medical devices,10001+,minneapolis, minnesota, united states,united states,linkedin.com/company/medtronic,35664,68465,3.6,3700.0,5000.0,950,MDT,146260000000.0,162430000000.0,33.43,18.14,2.58,4.77,2.9,5.3,17.21,0.1441,0.2213,0.046900000000000004,0.0883,30670000000.0,22.83,0.015,21490000000.0,9440000000.0,4420000000.0,3.26,-0.196,10690000000.0,7.97,27240000000.0,53.94,6820000000.0,3650000000.0,0.62,0.171,0.1325,112.05,81.66
2407251,procter & gamble,pg.com,1837.0,consumer goods,10001+,cincinnati, ohio, united states,united states,linkedin.com/company/procter-and-gamble,40562,122317,4.0,7500.0,9100.0,2900.0,GJR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.0,21.68
5573830,metlife,metlife.com,1868.0,insurance,10001+,new york, new york, united states,united states,linkedin.com/company/metlife,25967,66578,3.6,3700.0,5000.0,815,MET,45300000000.0,113810000000.0,6.58,8.17,1.42,0.67,0.66,1.67,10.77,0.1082,0.152,0.009000000000000001,0.1226,68110000000.0,71.48,0.147,20000000000.0,10560000000.0,7190000000.0,7.48,1.395,31270000000.0,34.01,99230000000.0,144.61,9910000000.0,5440000000.0,1.13,0.1067,0.1325,51.16,37.76
4250666,davita,davita.com,1999.0,hospital & health care,10001+,denver, colorado, united states,united states,linkedin.com/company/davita,12264,20261,3.3,2800.0,3500.0,976,DVA,8980000000.0,20320000000.0,27.08,12.51,0.69,0.79,4.0,1.8,8.93,0.0368,0.1472,0.0565,0.18489999999999998,11310000000.0,69.67,0.02,3220000000.0,2280000000.0,622690000.0,2.56,NaN,1350000000.0,10.44,11190000000.0,293.87,2230000000.0,5060000000.0,1.6,0.0818,0.1325,70.51,43.4
313532,ubs,ubs.com,1862.0,financial services,10001+,zurich, zurich, switzerland,switzerland,linkedin.com/company/ubs,41445,128075,3.5,5600.0,9400.0,2000.0,UBSI,4080000000.0,5250000000.0,15.57,16.55,1.96,5.82,1.2,7.48,NaN,0.3716,0.48369999999999996,0.0134,0.079,701780000.0,6.88,0.02,692580000.0,NaN,260300000.0,2.55,0.024,976150000.0,9.61,2100000000.0,NaN,NaN,NaN,1.22,0.1361,0.1325,40.7,29.13
5761469,delta air lines,delta.com,1928.0,airlines/aviation,10001+,atlanta, georgia, united states,united states,linkedin.com/company/delta-air-lines,27331,45222,4.2,2800.0,2500.0,2900.0,DAL,36540000000.0,51810000000.0,7.99,8.01,0.72,0.79,2.42,1.12,6.03,0.1012,0.1374,0.0673,0.3259,46310000000.0,70.14,0.051,11400000000.0,8600000000.0,4690000000.0,7.07,0.131,1910000000.0,2.96,16840000000.0,111.78,8710000000.0,1810000000.0,1.12,0.02,0.1325,63.44,45.08
6249577,ford motor company,ford.com,1903.0,automotive,10001+,dearborn, michigan, united states,united states,linkedin.com/company/ford-motor-company,65335,133963,3.9,4900.0,6400.0,1100.0,F,34930000000.0,167690000000.0,22.03,6.83,-0.47,0.22,0.99,1.06,14.41,0.0101,0.0203,0.0078000000000000005,0.045599999999999995,157980000000.0,39.75,-0.018000000000000002,14880000000.0,11640000000.0,1600000000.0,0.4,-0.5710000000000001,22300000000.0,5.62,154110000000.0,435.5,16100000000.000002,6090000000.0,1.07,-0.028999999999999998,0.1325,10.56,7.41
2990345,merck,merck.com,1891.0,pharmaceuticals,10001+,kenilworth, new jersey, united states,united states,linkedin.com/company/merck,32210,93774,3.8,3600.0,5800.0,719,MRK,215950000000.0,233350000000.0,23.7,15.04,1.69,4.7,8.06,5.08,12.91,0.2026,0.316,0.10779999999999999,0.3086,45970000000.0,17.8,0.149,28810000000.0,18080000000.0,9310000000.0,3.58,-0.025,8020000000.0,3.15,27110000000.0,100.69,12240000000.0,9740000000.0,0.55,0.124,0.1325,87.35,70.89
6955744,yahoo,yahoo.com,1994.0,internet,10001+,sunnyvale, california, united states,united states,linkedin.com/company/yahoo,7072,34947,4.0,3700.0,8000.0,1100.0,YAHOF,18180000000.0,16860000000.0,19.84,NaN,NaN,NaN,2.66,NaN,NaN,0.0767,0.0,0.0338,0.0867,NaN,NaN,0.038,545799999999.99994,NaN,NaN,0.191,0.139,NaN,NaN,NaN,72.62,NaN,NaN,NaN,0.2826,0.1325,3.82,2.41
1220886,aecom,aecom.com,1990.0,civil engineering,10001+,los angeles, california, united states,united states,linkedin.com/company/aecom,26008,55877,3.2,4800.0,8200.0,863,ACM,6660000000.0,10020000000.0,NaN,11.6,1.36,0.33,1.55,0.5,10.85,-0.0129,0.033,NaN,-0.04190000000000001,20170000000.0,128.46,-0.036000000000000004,813450000.0,923300000.0,-261050000.0,-1.66,NaN,793570000.0,5.03,3810000000.0,84.79,NaN,NaN,1.74,0.262,0.1325,44.36,24.83
3737260,schlumberger,slb.com,1926.0,oil & energy,10001+,houston, texas, united states,united states,linkedin.com/company/schlumberger,50715,122759,3.5,5800.0,6600.0,2100.0,SLB,48500000000.0,65200000000.0,NaN,20.37,2.19,1.48,2.03,1.98,10.02,-0.30219999999999997,0.0867,0.0278,-0.3232,32869999999.999996,23.73,0.004,4340000000.0,6510000000.0,-9930000000.0,-7.18,NaN,2290000000.0,1.66,16670000000.000002,68.54,5510000000.0,3150000000.0,1.51,-0.2469,0.1325,49.18,30.65
5232410,american airlines,aa.com,1930.0,airlines/aviation,10001+,fort worth, texas, united states,united states,linkedin.com/company/american-airlines,29498,50719,3.7,2800.0,3600.0,2100.0,AAL,12550000000.0,42200000000.0,8.11,5.31,0.61,0.28,78.52,0.93,6.97,0.0352,0.08349999999999999,0.0416,NaN,45390000000.0,100.9,0.03,12200000000.0,6060000000.0,1600000000.0,3.53,0.142,5170000000.0,11.8,34440000000.0,21525.0,3930000000.0,564120000.0,1.69,-0.2195,0.1325,40.58,24.23
3410071,autozone,autozone.com,1979.0,retail,10001+,memphis, tennessee, united states,united states,linkedin.com/company/autozone,6256,15563,3.1,2700.0,3200.0,469,AZO,27990000000.0,32950000000.000004,18.52,16.48,1.75,2.36,NaN,2.78,12.74,0.1363,0.1868,0.14400000000000002,NaN,11860000000.0,475.2,0.121,6370000000.0,2590000000.0,1620000000.0,63.43,0.41200000000000003,244260000.0,10.25,5390000000.0,NaN,2130000000.0,1240000000.0,0.62,0.44060000000000005,0.1325,1186.6,793.06
3404418,aflac,aflac.com,1955.0,insurance,10001+,columbus, georgia, united states,united states,linkedin.com/company/aflac,19357,37516,3.6,2600.0,1900.0,1400.0,AFL,39740000000.0,43090000000.0,13.37,12.08,3.12,1.82,1.35,1.97,9.83,0.1396,0.19879999999999998,0.018600000000000002,0.1157,21830000000.0,29.14,-0.006999999999999999,7190000000.0,4380000000.0,3050000000.0,4.05,-0.08,4950000000.0,6.74,8420000000.0,28.61,5620000000.0,4350000000.0,0.7,0.2191,0.1325,57.18,41.88
3283528,tesla,teslamotors.com,2003.0,automotive,10001+,palo alto, california, united states,united states,linkedin.com/company/tesla-motors,12641,20739,3.3,2900.0,4400.0,1300.0,TSLA,62380000000.0,73810000000.0,NaN,64.21,-4.71,2.55,10.31,3.02,33.88,-0.0339,0.0062,0.0031,-0.1045,24420000000.0,139.52,-0.076,4040000000.0,2180000000.0,-835090000.0,-4.77,-0.54,5340000000.0,29.61,14640000000.0,195.62,2210000000.0,993670000.0,0.59,0.0043,0.1325,379.49,176.99
6001034,pfizer,pfizer.com,1848.0,pharmaceuticals,10001+,new york, new york, united states,united states,linkedin.com/company/pfizer,59588,176364,3.9,3800.0,5800.0,831,PFE,202550000000.0,249830000000.0,12.95,12.66,2.92,3.82,3.11,4.71,11.19,0.3057,0.30329999999999996,0.0594,0.237,53040000000.0,9.41,-0.046,42520000000.0,22330000000.0,16210000000.0,2.83,0.867,9150000000.0,1.65,53980000000.0,82.54,13560000000.0,11810000000.0,0.66,-0.1444,0.1325,46.47,33.97
1545104,advance auto parts,advanceautoparts.com,1932.0,retail,10001+,roanoke, virginia, united states,united states,linkedin.com/company/advance-auto-parts,6371,15579,3.1,2600.0,5000.0,404,AAP,12240000000.0,13600000000.0,25.69,17.64,1.29,1.26,3.23,1.4,14.12,0.0458,0.07519999999999999,0.0454,0.1249,9700000000.0,135.19,0.016,4230000000.0000005,963470000.0,444430000.0,6.17,0.068,573730000.0,8.15,3190000000.0,92.28,838070000.0,541310000.0,0.84,-0.128,0.1325,186.15,130.09
6936157,sonic,sonici.com,1996.0,medical devices,201 - 500,somerset, new jersey, united states,united states,linkedin.com/company/sonic-innovations,167,421,3.1,2500.0,3400.0,498,SAH,1410000000.0,4030000000.0000005,11.88,12.1,21.24,0.14,1.57,0.39,11.26,0.0116,0.0258,0.042300000000000004,0.141,10280000000.0,239.5,0.094,1450000000.0,357640000.0,120200000.0,2.76,0.919,107370000.0,2.49,2730000000.0,302.82,-37440000.0,136690000.0,1.9,0.9227,0.1325,35.41,12.78
582232,express,express.com,1980.0,retail,5001 - 10000,columbus, ohio, united states,united states,linkedin.com/company/express-llc,4694,23117,3.2,2500.0,2400.0,786,HTLD,1780000000.0,1750000000.0,21.66,21.88,0.82,3.08,2.64,3.03,10.49,0.1433,0.126,0.051500000000000004,0.1303,576590000.0,7.04,-0.022000000000000002,220470000.0,166420000.0,82620000.0,1.0,0.076,111930000.0,1.37,53460000.0,7.94,NaN,NaN,0.76,0.0953,0.1325,22.71,17.0
1415193,travelers,travelers.com,1853.0,insurance,10001+,new york, new york, united states,united states,linkedin.com/company/travelers,20065,39698,3.8,2700.0,4500.0,1100.0,TRV,34620000000.0,36370000000.0,15.07,12.48,1.45,1.11,1.35,1.16,9.25,0.0757,0.1009,0.0184,0.0986,31310000000.0,119.62,0.038,7610000000.0,3930000000.0,2350000000.0,8.9,-0.441,5100000000.0,19.78,6950000000.0,27.14,4740000000.0,9090000000.0,0.9,0.061799999999999994,0.1325,155.09,111.08
7017886,thermo fisher scientific,thermofisher.com,1956.0,research,10001+,waltham, massachusetts, united states,united states,linkedin.com/company/thermo-fisher-scientific,22025,41527,3.4,3300.0,6200.0,768,TMO,120310000000.0,135180000000.0,33.75,22.04,2.12,4.77,4.1,5.36,20.94,0.1424,0.1664,0.046900000000000004,0.1277,25220000000.0,62.97,0.059000000000000004,10870000000.0,6460000000.0,3590000000.0,8.89,0.07200000000000001,1270000000.0,3.17,17770000000.0,60.54,4860000000.0,3790000000.0,1.15,0.2452,0.1325,306.0,208.34
117139,cintas,cintas.com,1968.0,facilities services,10001+,cincinnati, ohio, united states,united states,linkedin.com/company/cintas,10221,23447,3.5,2600.0,4800.0,1200.0,CTAS,26420000000.0,29730000000.0,30.32,26.78,2.71,3.77,8.65,4.24,19.21,0.1318,0.16899999999999998,0.099,0.2879,7010000000.0,66.56,0.067,3130000000.0,1550000000.0,912260000.0,8.42,0.18,102130000.0,0.99,3050000000.0,99.83,1180000000.0,761320000.0,0.98,0.4205,0.1325,277.85,155.98
2200221,yelp,yelp.com,2004.0,internet,5001 - 10000,san francisco, california, united states,united states,linkedin.com/company/yelp-com,4068,11423,3.2,2400.0,3300.0,2400.0,YELP,2440000000.0,2390000000.0,51.99,35.92,5.99,2.46,3.55,2.42,40.11,0.056299999999999996,0.030899999999999997,0.0169,0.0608,989110000.0,12.74,0.08900000000000001,884900000.0,59650000.0,55670000.0,0.68,-0.32899999999999996,381820000.0,5.44,243070000.0,34.6,193340000.0,138090000.0,1.0,0.0836,0.1325,40.99,30.11
